"","datasongsmetadata.artist_name","datasongsmetadata$song_id","datasongsmetadata$title","datasongsanalysis$track_id"
"1478","Her Majesty's Finest","SOUITHV12A8C1371D3","Prof. Henry Stills","TRAXUUN128F4274FB9"
"1479","Ram Squad","SOGXYDI12AB01865E9","Dirty South","TRAXUYT12903CCBF21"
"1480","N.E.R.D.","SORCKJU12A67021859","Don't Worry About It (Edited)","TRAXUHM128E078900C"
"1481","Sex Pistols","SODDHDA12AB018CF6D","I'm A Lazy Sod (Live)","TRAXUIZ12903CDF737"
"1482","W.A.S.P.","SOXLBTX12A8C13CDF9","Heaven's Hung In Black (Reprise)","TRAXUPN128F42855C8"
"1483","Kelly Sweet","SORPACP12AB017DFDB","Ready For Love","TRAXUQL128F932D6C4"
"1484","Fontella Bass","SOOCYBE12A58A7928D","Rescue Me","TRAXULE128F9320132"
"1485","Blingtones","SOJLUYM12AB0187D08","Baby U Acting Greezy (Ringtone_ Sonnerie)","TRAXVIG12903CE3967"
"1486","Bambino_ Ivan Tirado","SOULZAX12AB018B8CD","Amor Maldito","TRAXVCK12903CA5AA9"
"1487","Thirst","SOCHXRP12A67ADF8BD","Forever Tonite","TRAXVJD128EF33EEC1"
"1488","Tiny Tim/Cast/Ghost Of Christmas Present/Scrooge","SOGEYSS12AC3DF9EDD","Finale: When Love Is Found/It Feels Like Christmas","TRAXVIP12903D01893"
"1489","Line Renaud","SOTEHKT12A6D4F87BC","Cent Mille Guitares","TRAXVEB128F14743BB"
"1490","Gwen Stefani","SORZCIC12A6310ECC9","What You Waiting For?","TRAXVGE128E0783F1D"
"1491","Leroy Hutson","SOTBFHX12AB0183936","All Because Of You - Original","TRAXVGM128F93469DB"
"1492","Checkers","SOSJCAZ12A8C141B68","Don't Stop Dan","TRAXVEQ128F92E3694"
"1493","The Cat's Miaow","SOEKCPO12AB0181049","Autumn","TRAXVYK128F9313151"
"1494","No Address","SOSDPXR12A58A7A45D","Pretty Girl (Amended Version)","TRAOCSE128F4282321"
"1495","The Frequency","SOSCHBV12AB017F968","Stop It","TRAOCIR128F9304F92"
"1496","The Hokum Boys","SOJFDTQ12A8C140F90","Ain't Goin' To Beg You For That Stuff","TRAOCKP128F429FBBE"
"1497","John Stewart","SONNUHH12A8C133376","Price Of The Fire","TRAOCVH128F930A8EF"
"1498","The Clash","SOQKEIO12A8C135319","Life Is Wild","TRAOCOE128F4276D18"
"1499","Karaoke (Made famous by DMX)","SOOMQYS12A8C141F23","Ruff Ryder's Anthem (Guide Vocal)","TRAOCPF128F4297319"
"1500","Frederik","SOQKIOE12AB017C818","Es klappert die Mühle","TRAOCSX128F92FDD48"
"1501","Hinge","SOSWAAA12A58A7CE6B","Pork Chop Sandwich","TRAOCXV128F42823FA"
"1502","Mr. Grillo","SOQNELE12AB0187B0A","Aqui Estoy","TRAOCAG12903CDBABE"
"1503","Eddie Calvert","SOTTFNT12A8C14333D","O Mein Papa","TRAOCBU128F92D39F5"
"1504","Nicky B","SOHNHEF12A8AE47210","I Only Want To Love You","TRAOCUF128F4238DC7"
"1505","Ramón Vargas","SORXGOR12A8C139139","Quando io leggio... Son gli ebbri... O mio castel... Nell'argilla...","TRAOJCG128F4291689"
"1506","Arthur Fiedler;Earl Wild;Pasquale Cardillo","SOJRXUV12A8C136CA0","Rhapsody In Blue","TRAOJIB128F4285140"
"1507","The Cure","SOAOCAG12A6D4FA89E","Lost","TRAOJZC128F14932D5"
"1508","Miossec","SOSCCOO12A8C13F0AF","Que Devient Ton Poing Quand Tu Tends Les Doigts","TRAOJYI128F42AD95E"
"1509","Luiz Bonfa","SOHHJIL12A8C144BDB","Samba De Duas Notas","TRAOJFT128F92CF5B5"
"1510","Sven Scholander","SOOLJYX12AB018FE92","Melangtäras intåg i Kallsta","TRAOJGD12903CE9F70"
"1511","Shaggy","SOKQANC12AB0184D1E","Still Caah Nicer Dan Yard","TRAOJGP12903CBE5B3"
"1512","Helmet","SOVKTCY12A6310E1CC","Everybody Loves You","TRAOJMY128E07836D9"
"1513","Tex Williams","SOJDPPG12A8C134780","Castle Of My Dreams","TRAOJPT128F423F63E"
"1514","Miranda Lee Richards","SOXSUIT12A6D4F48DC","The Long Goodbye","TRAOJXQ128F1465473"
"1515","Fruko Y Sus Tesos","SOWQWTJ12A58A77081","Lontananza","TRAOJED128F42361E6"
"1516","K'Naan","SOJYWZM12A8C13D52A","Is It A Myth?","TRAOJEW128F4294CBD"
"1517","Soul Asylum","SODRXYW12A6D4F956E","Long Day (Album Version)","TRAOJNB128F147C52F"
"1518","Herbstrock","SOWDFME12AB018547F","Halt mich","TRAOJZU128F93211FA"
"1519","John Davis","SODIQMY12A8AE4670F","We've Got It All","TRAOIBO128F422873B"
"1520","Rihanna","SORDUJI12AB0183D3F","The Hotness (ft. Shontelle)","TRAOIYM12903CDEF1E"
"1521","Beherit","SOAHAZZ12AAF3B464A","Lord of Shadows and Golden Wood","TRAOINP128F92F0217"
"1522","Keb' Mo'","SOZTGFT12A8C137271","Dangerous Mood","TRAOIRH128F427C366"
"1523","Commander Cody And His Lost Planet Airman","SOXIVDK12AB018BAF4","Riot In Cell Block N.9","TRAOIAX12903CC6663"
"1524","Big Mike Griffin","SOAZQML12A8C136B66","Sittin' Here With Nothing","TRAOIJZ128F424BD2C"
"1525","Rocker-T","SOCMVJL12AB0181221","Jah The Only One","TRAOINL128F9315A1A"
"1526","Tom Barabas","SOSXSIN12AB0180963","Canon In D","TRAOIDA128F930B9F9"
"1527","Terry Muska","SOXEVTP12A8C1409F5","Fantasia 6: Mudarra","TRAOHQC128F427FCD2"
"1528","DJ Nasty","SOHLFAO12AB0189832","Shawty Get Loose","TRAOHPT12903CCF8DB"
"1529","T-Bone","SOEEGLD12AB0188039","Blue Moon","TRAOHPV12903CD02FF"
"1530","Black Flag","SOCKBSD12AB0188C72","Room 13","TRAOHPG12903CE4155"
"1531","Mike Vax","SOWJFLR12A6D4FBF97","Speak Low","TRAOHWQ128F4217505"
"1532","Kisha","SOILWZV12AB017BBAA","I singe dir es Lied","TRAOHBA128F92EFE63"
"1533","2-Gether feat. Sarinah","SODBJKJ12AB0183292","Feelin` Alone","TRAOHOW12903CA7971"
"1534","Grant Geissman","SOHNZKO12AB0182300","Silent Movies (Album Version)","TRAOHYY128F932B1C9"
"1535","Coldplay","SOIGKCB12A6310F113","A Rush Of Blood To The Head (Live In Sydney)","TRAOHJU128E0780CD2"
"1536","Three-6 Mafia","SOVPWAB12A8C13BBA8","We Got Da Dope","TRAOHHF128F426486F"
"1537","Mars Ill","SOVMEBZ12A8C134A44","Saturday Night Special","TRAOHAH128F425CD57"
"1538","Jim Chappell","SOSAOKB12A8C14605C","Adventure No. 8","TRAOHMN128F92EA786"
"1539","OutKast featuring George Clinton","SOJSJBM12A8C1390D7","Synthesizer","TRAOHNR128F428CD58"
"1540","Blind Willie Johnson","SOKCMEE12A8C13742B","Church_ I'm Fully Saved Today","TRAOHGX12903CE5F83"
"1541","Chelsea","SOUVJAU12A58A7A14B","Decide","TRAOXRL128F92F1A49"
"1542","Martin Denny","SONZWRE12AB018B938","Manila","TRAOXGY12903CD926C"
"1543","Selena","SOOGMXN12A8C13954F","Techno Cumbia","TRAOXJM128F4261E07"
"1544","Alex Ubago","SOZTUDR12A8C13FE3F","Temblando","TRAOXSN128F4282FB5"
"1545","Alicia Keys","SOTTYPP12AB017AC2D","Heartburn","TRAOXXM128F932FC70"
"1546","The Plimsouls","SOQUHYB12AB0186630","I Want You Back","TRAOXXQ12903CB5BB0"
"1547","Lily Allen","SOHAHVO12AB017D096","LDN (Warbox Original Cut Dub)","TRAOXXW128F92E8C86"
"1548","Glen Campbell","SODMTUR12A8C13C8A4","Woodcarver","TRAOXEU128F4299BE5"
"1549","Conway Twitty","SOBSEPQ12A6701FD9E","Sitting In A Dim Café","TRAOXWF128E0790985"
"1550","Shifty","SOFKYTG12A6D4F7275","EZ Cuz You're Beautiful (Album Version)","TRAOXCO128F147830B"
"1551","Rance Allen Group","SOLGTDL12A58A7DC29","Put Your Hand In The Hand","TRAOXOP128F932D45C"
"1552","Bröderna Djup","SOYUGXJ12A8C139914","Ovanlär","TRAOONS128F428BFC9"
"1553","Wild Horses","SOGZMFD12A8C13FE4D","Mother's Little Helper","TRAOOGO128F92CC441"
"1554","DJ Rashad","SOFPXNL12AB018498A","Juke Appeal","TRAOOPP12903CAEADB"
"1555","Stickboy","SOWLZOP12AB0188E36","Stand Down","TRAOORD12903CCD128"
"1556","The Cat's Miaow","SODQUNS12AB0186868","Portland_ Oregon","TRAOOGL128F93303AA"
"1557","Grandpa Jones","SOSBCDM12AB018475B","Don't Look Back","TRAOOSW12903CBF122"
"1558","Little Freddie King","SOHFKWF12A58A77C02","Kinghead Shuffle (Little Freddie King)","TRAOOWZ12903CA5672"
"1559","Juelz Santana","SOVNFJP12AF72A6545","Lil' Boy Fresh","TRAOOHM128F1453E33"
"1560","Dottie Rambo_ The Whites","SOGSQEE12AC4687265","New Shoes","TRAOOQN12903CEB763"
"1561","Busdriver","SODSLRA12A8C13BDD3","Sun Shower (Single Version)","TRAOOIA128F428BF64"
"1562","Alice In Chains","SOPANEB12A8C13E81E","God Smack","TRAOOGD128F92E4768"
"1563","Curtis","SOBHCDK12A8C13864B","The River","TRAOOUX128F4285FBC"
"1564","Blackfoot","SONDPIA12A8151CE96","Dream On (LP Version)","TRAOOOL128F42327D6"
"1565","Gerald Clayton","SOJWXCI12AB018E430","All Of You","TRAOOJG12903CB752A"
"1566","Maria Muldaur","SOWQIEL12A6D4FA13E","Sweet Harmony (LP Version)","TRAOOQT128F148B557"
"1567","Kyle Eastwood","SOKFEUG12AB017E353","Samba de Paris","TRAOOCO128F9313739"
"1568","MIMS","SOKXOSS12AB0183A6D","Life Of A Star","TRAOMQN128F9328043"
"1569","Fruko Y Sus Tesos","SOPVCLO12A58A7D89C","Fruko's  Boogaloo","TRAOMNR128F422C3FC"
"1570","Dave Rave_ Mark McCarron","SOEZWYI12AC4686705","Face","TRAOMYU12903CF2C83"
"1571","Guitar Slim","SOUTOWZ12AB0185610","The Things That I Used To Do","TRAOMMU128F933878B"
"1572","Jacques Douai","SOAMDMA12AB0186434","Pauvre Jean","TRAOMRN128F93378B3"
"1573","Mongo Santamaria","SOVJPYN12AB017FA80","Los Conguitos","TRAOMIC128F92F2B0B"
"1574","Selena","SOEBBWH12A6D4F8016","Estoy Contigo","TRAOMVL128F14662F1"
"1575","OutKast","SOEWUJD12A8C1390C2","Return Of The ""G","TRAOMKV128F428CD51"
"1576","Adrienne Pierce","SOQDSXI12A8C13FB4C","Laundry & Dishes","TRAOMDT12903CF73C3"
"1577","Ray Barretto","SOQTZWV12A6D4F9D54","Vaya (Live At The Beacon Theatre)","TRAOMBK128F1495E45"
"1578","Pierre Perret","SOZCQEK12A8C130E9E","Les Trois Orfèvres","TRAORCM12903CDEC46"
"1579","David & Steve Gordon","SOLRLAT12AB0183EE0","East Wind Drum Call","TRAORZL128F9347BE1"
"1580","Julien Clerc","SOCOOQH12A6D4F808E","Le Coeur Du Volcan","TRAORYY128F14A39A7"
"1581","Kool Keith","SOOUUUE12AB01878E1","Don't Crush It","TRAOREE128F934DB89"
"1582","Roy Drusky","SOBAQFM12AB018BE98","Wasted Days And Wasted Nights","TRAORLG12903CB578A"
"1583","MxPx","SOXSGQH12A8C1328B2","Time Will Tell","TRAORSC128F4235056"
"1584","Undertakin' Daddies","SOWCAGK12AB0183BE5","Pictou County Coal","TRAOREU128F930409D"
"1585","C.C. Adcock","SOQZHOG12AB0184B8E","What I Like (Womens)","TRAORQS128F9313A6A"
"1586","Rocky Hill","SOCNFNC12A8C133E6D","Fool For You","TRAOREV128F42640FF"
"1587","Claw Hammer","SOYXYIF12A58A7B030","Succotash","TRAORBB12903CF8A0D"
"1588","Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx","SOQHGND12AB018C00F","Better Believe It Remix (feat. Bun B_ Trae_ Yo Gotti & Foxx)","TRAOYCS12903CAFCCB"
"1589","PitchBlack","SOCOHHK12AC9071950","Satanic Majesty","TRAOYZM12903CFF7C8"
"1590","My Chemical Romance","SOMTYLD12AF72A6883","Interlude (Album Version)","TRAOYFS128F423E593"
"1591","Daniel Johnston","SOJBLIX12A8C1373C7","Desperate Man Blues","TRAOYHS128F427EF8B"
"1592","Hot Chip","SOMNEPJ12CF5465172","Ready For The Floor (Radio Edit)","TRAOYQV12903CF8089"
"1593","ZombieSuckers","SODHOGM12AB018A4FA","The Nightmare Begins","TRAOYZH12903CBE1FF"
"1594","Eyes Cream","SOUBBVK12A8C1344A6","Open Up Your Mind (Guido Osorio Club Mix)","TRAOYPB128F425AF1C"
"1595","Melanie And The Secret Army","SOPXLMX12AB01884D1","Held Der Tastatur","TRAOYSR12903CBC762"
"1596","Mazz","SOBDGYX12A8C135C37","Borrare Tu Nombre","TRAOAPT128F426041F"
"1597","Phil Collins","SOJRFYT12A6D4F9972","I Cannot Believe It's True","TRAOATJ128F147FC9B"
"1598","Suzi Quatro","SOZSDYI12A8C13ED4D","Kids Of Tragedy","TRAOASQ128F429822C"
"1599","Esser","SOJJIDZ12A8C134C8F","Headlock","TRAOAAX128F93170DE"
"1600","Justin","SOWVTCS12AC468543B","Show Me","TRAOAYQ12903CFE05C"
"1601","Eddie Cantor","SOWZIPP12A8C13333A","When My Ship Comes In","TRAOAXK128F4268FE6"
"1602","Helen Love","SOEDKCH12AB01860C6","Shifty Disco Girl","TRAOAFS12903CF2B40"
"1603","The American Boychoir","SOSCSUO12A58A80530","Minuet in g minor","TRAOAZY128EF359216"
"1604","Nicola Fasano Feat. Paula B","SOPOJXE12A6D4FA9BA","Missing (Olivier Berger Mix)","TRAOAGN128EF34C4FF"
"1605","Joe Turner","SOBYYOX12A8C13FE6A","Chains Of Love","TRAOAVZ128F9306038"
"1606","K.T. Oslin","SOFERCA12CF530E5F2","Come Next Monday","TRAOAYQ128F428A098"
"1607","Black Debbath","SOEAUZI12AC907268A","Where To Piss And Shit In Oslo","TRAOAFJ12903CF9652"
"1608","Happy Mondays","SOGORRZ12AB0183975","Kinky Afro [Remastered Version]","TRAOAVW128F9318B5A"
"1609","Chalk Farm","SOOIFZO12A58A7BFF0","Lillie Anne","TRAOBKM128F92F894E"
"1610","Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola","SODYNOZ12A8C13D20D","Miserere: XI. Cor Mundum","TRAOBJC128F4279CCB"
"1611","Der Moderne Man","SOKGHNS12AB0185DB0","Gib mir den Tod (Live)","TRAOBDP128F932919D"
"1612","Rickie Lee Jones","SOHJXOB12AB018627B","It Must Be Love (Live Acoustic Version)","TRAOBQP12903CC4A7B"
"1613","Miriam Yeung","SOFCZGT12A8C13918D","Chao Wo","TRAOBFA128F426887E"
"1614","Kraftwerk","SOUNAQQ12A6701EBA8","Autobahn (Live)","TRAOBUI128E078E073"
"1615","Falco","SOAVKMN12A58A7C691","Brillantin' Brutal'","TRAOBBJ128F429D31D"
"1616","Buddy Miles","SOMTQWW12A8C13F17C","Midnight Rider","TRAOBDT128F42B62F8"
"1617","Long John Hunter","SOMQRBU12A8C130DE1","Slash","TRAOBQE128F42442CB"
"1618","The Plasmatics","SOLUUHX12A8C136926","Living Dead","TRAOBBM128F4255271"
"1619","Djelimady Tounkara","SOFEBHT12AB0188E7E","Sigui","TRAOBQO12903CCEF53"
"1620","DeGarmo & Key","SOTLXEX12A6D4F96EA","Out Of The Danger Zone (Degarmo And Key Album Version)","TRAOBTQ128F148877E"
"1621","Dee Clark","SOTIGFM12AB018A3E7","Whispering Grass - Original","TRAOBXC128F933E079"
"1622","J.R. Writer_ Jha Jha","SOMAWEN12A6D4FC37F","What It Do","TRAOBZB128F92F89A8"
"1623","This Or The Apocalypse","SOWODCW12A58A7AB81","Two Wars","TRAOBNW128F92FCCC0"
"1624","Rocket From The Tombs","SORYXHP12A8BEE954B","Frustration","TRAOBOQ12903CC1289"
"1625","The Edgar Broughton Band","SOEAKUA12A6D4F624B","Aphrodite (1999 Digital Remaster)","TRAONBN128F145F0C0"
"1626","TEN MADISON","SOCXPZW12A8C141821","Leaving Melbourne","TRAONEQ128F42A8AB7"
"1627","Patricia Kaas","SOAXXGJ12AB0181D28","Elle Voulait Jouer Cabaret","TRAONYI128F9324BA3"
"1628","Phil Vassar","SOCWNBM12A6D4FCD84","This Is My Life","TRAONPF128F42480A7"
"1629","I.N.T.","SOYFOXO12A6D4F6C8B","Big Sister","TRAONBC128EF35ED3E"
"1630","Quinteto Violado","SOKATUR12A6D4FA32D","Galope A Beira Mar","TRAONMS128F1481B05"
"1631","Malkit Singh","SOBCLZT12AB017F960","Akh Larh Gayee","TRAONHO128F92FBB86"
"1632","Alturas","SOGSJIP12AB0185929","A ti","TRAONNS128F9328B51"
"1633","Mobb Deep","SODUMTY12A8C131295","Where Ya Heart At","TRAONNA128F4268CCA"
"1634","Megadrums","SOSNRYZ12AC3DF7701","Tschung Mori","TRAOSJG12903D03B40"
"1635","Harry Connick_ Jr.","SOPKIWR12AF72AAB2F","Here Comes The Big Parade","TRAOSFC128F42618F6"
"1636","fIREHOSE","SOQSUHJ12A6D4F7637","Rhymin' Spielin'","TRAOSUD128EF3686A5"
"1637","Antonio Bribiesca","SOTYVIX12AB0188492","Una noche serena y obscura","TRAOSRH12903CAE2DB"
"1638","Sex Machine ft. Shèna","SOORPNR12AC9072A56","Friday Night","TRAOSRJ12903CF859F"
"1639","Styles P","SOVFUCQ12AB0185388","Intro","TRAOSDM128F93085C0"
"1640","Gloria De Haven","SONKGNH12AB017D33A","Red Hot Pepper Pot","TRAOSTZ128F930FF61"
"1641","M.I.K.E.","SOPFJAT12AC468C9D8","We're Here To Stay","TRAOSEA12903D0C3DB"
"1642","Commissioned","SOZWCRH12AAF3B55D9","I'm Gonna Let My Love Flow","TRAOSLL128F930687E"
"1643","Georges Brassens","SOBYMIE12AB017E82A","Comme hier","TRAOFJS12903CF3F3D"
"1644","Tinariwen","SOIPEHH12AB0189DFC","Tenhert","TRAOFJZ128F92F8F65"
"1645","Eddie Cantor","SOHAKWP12AB01841E0","Cheer Up! Smile! Nertz!","TRAOFMZ128F9317D06"
"1646","Royal Bubble Orchestra","SOPQGHM12A58A792A6","Too Bad","TRAOFCL128F4289318"
"1647","JennyAnyKind","SOHDLOZ12A6D223A7A","I'm On The Run","TRAODQE128EF34F51B"
"1648","Rhian Sheehan","SOVAGPJ12AB017E892","Untitled","TRAODLP128F93072E7"
"1649","Samba Enredo","SOOHGVW12A8C1449BB","Estacao Primeira Da Mangueira_ Viva Do Samba","TRAODMW12903CA8CFD"
"1650","Rishi Rich","SOIPJHI12A6D4F58C4","Sorry Feat. Rafaqat Ali Khan","TRAODNM128F147CBFC"
"1651","The Roches","SONWQGF12AB018719A","It's Bad For Me (Album Version)","TRAODEJ12903CC4C53"
"1652","Michèle Crider;Eleonora Jankovic;Vincenzo La Scola;Riccardo Muti","SOUVFBG12A58A7B0DC","Mefistofele/La luna immobile","TRAODWK128F42916E2"
"1653","Britney Spears","SOSCFCE12AAF3B1DE5","Break The Ice","TRAODGF128F92F3FF9"
"1654","Delroy Wilson","SOEWTMM12AB018A9FF","Half Way Up The Stairs","TRAODCQ12903CE4436"
"1655","Bottom Of The Hudson","SOAGWGQ12A8C13F9A5","One of Us","TRAODAO12903CB24B8"
"1656","This Is Hell","SOFNTHT12A58A7D462","RECKLESS","TRAOEAQ12903CC26BD"
"1657","The Roots","SOJHRLU12A6701EB67","One Shine","TRAOEYW128E0792A0C"
"1658","Test Icicles","SOKPTNB12A8151DFF5","What's Your Damage?","TRAOECP128F9302A6C"
"1659","Beres Hammond","SOEEAEI12A8C1465B4","Tender Lies","TRAOEGJ128F933D9B5"
"1660","Michael Gettel","SOIWGSG12A8C133AE2","Through Bucky's Eyes","TRAOEFE128F425C67A"
"1661","Michal","SOQCBZS12AB018B8C1","Stay With Me","TRAOEEH12903CB5178"
"1662","Non Phixion","SOEFIUU12A8C133A2B","Sleepwalkers","TRAOEFX128F4241203"
"1663","Les Bonapartes","SOYYBGR12A8C140F1A","Welcome","TRAOETQ128F92F9C27"
"1664","Artie Fishel & The Promised Band","SOPBHMH12AB018252F","Artie In The Sky","TRAOELM128F932A31B"
"1665","Maire Brennan","SOHGHMH12A67020155","The Big Rock (LP Version)","TRAOEQO128E0785439"
"1666","Flame","SOGKFXJ12AB01831BB","Don't Stop","TRAOEHI12903C9DC9C"
"1667","Connie Francis","SOVGSQX12A81C22AA5","Baby's First Christmas","TRAOLUA128F422BB1D"
"1668","Oasis","SOAGWHY12A679C80A8","Columbia","TRAOLZJ12903CB4FC7"
"1669","George Harrison","SOSOKDL12AF729F196","Baltimore Oriole (2004 Digital Remaster)","TRAOLOX128F422F02B"
"1670","The Police","SOJDROX12A58A7E969","Man In A Suitcase","TRAOLIX128E0793AFA"
"1671","D.O.W.N.","SOLWGUJ12A8C13908A","Freeword","TRAOLVO128F42685EF"
"1672","Goatwhore","SOHSHQH12AB0184AA4","Liar of Nastrond","TRAOLGV12903CB4229"
"1673","Dora The Explorer","SOMZSRE12A8C144B1B","Tenemos Amigos","TRAOPAT128F92C970F"
"1674","Sam Baker","SOKHLSU12A58A7EDF0","Just A Glance Away","TRAOPNO128F92CE9BC"
"1675","The Berzerker","SOGFXKP12AB0180E00","Humanity","TRAOPRY12903CDD3E0"
"1676","Iggy Pop","SOAQLNO12A8C136D80","Lust for life (recorded during the us tour in 1986)","TRAOPYV128F425B2ED"
"1677","Spade Cooley","SOANXQX12A6D4FCB23","Lover","TRAOPCP128F4223E58"
"1678","Bruford","SOQZALM12AC468BFEE","Forever Until Sunday","TRAOPGC12903CF53F8"
"1679","Don Gibson","SOVTEMS12A8C141E20","Who Cares","TRAOPAR128F92EFD17"
"1680","D.A.R.","SOVXTIS12AB017C9FB","Que paso","TRAOPFB128F930A064"
"1681","The Dreamtree Project","SOAREII12A8C1386EE","Bliss","TRAOPVD128F425A989"
"1682","Simon Harris","SOJSPSR12A5891FFB9","You Make Me Feel So Good","TRAOPNA128F4220D20"
"1683","Snowgoons","SOVUUYF12AF729D0CA","Planetary Takeover","TRAOPXD128F9326B04"
"1684","Joy Kitikonti","SONNLIQ12A8C133D9A","Agrymonyzer (Matsingena Mix)","TRAOPMN128F424ADAF"
"1685","Bruce Springsteen","SONTMSY12AB017B6E1","Rosalita (Come Out Tonight)","TRAOPRI12903C9FC25"
"1686","Danny Wilson","SOYCNWG12A6D4F88A2","Spencer-Tracey","TRAOPTT128F145837E"
"1687","Vince Guaraldi Trio","SOFCDUZ12AB01861C6","Yesterdays","TRAOWYT128F930D2DB"
"1688","Massimiliano Damerini","SOUBHVV12A8C1337EE","Sonata I.X.1905: I. Preduycha (Janácek)","TRAOWUI128F4261C5F"
"1689","Charlie Byrd","SOIZTET12AB017EEBF","How Insensitive","TRAOWVD128F930C0D1"
"1690","Astarte","SOTCZGT12A8A9D862E","Thorns of Charon (Pt. 2) - Emerge from Hades","TRAOWIU128F423195C"
"1691","Jeff And Sheri Easter","SOKCIGV12A6D4F810B","A Love That Keeps On Giving (Silent Witness Album Version)","TRAOWWM128F1481D48"
"1692","Jack Johnson","SOWGZFG12A8151AF41","Monsoon","TRAOWBP128F4257C64"
"1693","The Scare","SODNYDT12AB0182DF5","I Saw Destruction","TRAOWTP128F930D700"
"1694","Imiskoubria","SOBNILM12A8C13A1EB","To Pirame","TRAOWRS128F42687AD"
"1695","ZENFU","SOLMGPP12A6D4FAB9E","Großraumbrand","TRAOWXP128F4244BD2"
"1696","Los Traileros Del Norte","SOGPUOJ12A6D4FA654","El Bipper","TRAOWKZ128F14953A6"
"1697","Converge","SOJLDJL12A81C238A0","Deep Inside","TRAOWHF128F4255384"
"1698","Harry Connick_ Jr","SOQDVVL12A8C134181","Joe Avery's Piece","TRAOWFX128F4261A00"
"1699","Juice Leskinen","SOFVMAQ12AB018182D","Halintamyymälän aamutoimet","TRAOWXA128F9344C30"
"1700","Wet Wet Wet","SODXFVY12A6310ECF2","Hear Me Now","TRAOWXO128E0783F68"
"1701","Beastie Boys","SOCLHYJ12AB01820D4","Shadrach (2009 Digital Remaster)","TRAOWKB128F9339C18"
"1702","Casual","SOXPJJT12AB01843F5","Precís","TRAOZPS128F93369C3"
"1703","Buckwheat Zydeco","SOMHYXD12A8C1354D4","Trouble (Studio)","TRAOZSP128F4266331"
"1704","Irwin Goodman","SONHGXE12A67ADE77C","Terve menoo jätkänretale","TRAOZSG128EF3428D8"
"1705","LL Cool J / Freeway","SOFICXV12A6D4F84D5","What You Want","TRAOZNT128F147089A"
"1706","OutKast","SOARSSE12A58A7BA9A","Wailin'","TRAOZEJ128F428CCEA"
"1707","Joe McBride","SOZRCYC12AB0188FA8","On The Money","TRAOZPF12903CF575D"
"1708","Freddie McGregor","SOFNVDO12AB018735E","Ask You for a Dance","TRAOZSQ12903CE29D0"
"1709","Varios","SOJVZZA12A58A79CC3","Te Parto el Alma (inter. El Tariacuri)","TRAOGLL128F931FAEB"
"1710","Klimperei","SOLRPAE12A8C144522","M. tagu va au marché","TRAOGVB128F92D5779"
"1711","Usher","SOKMBQK12A8C1450CE","Moving Mountains","TRAOGHG12903CA3B89"
"1712","The Wes Montgomery Trio","SOGWNDQ12A58A7A20D","Satin Doll","TRAOGMD128F9314BCD"
"1713","The Hollywood Brats","SOKRSWC12AB017D0E2","Suckin' On Suzie","TRAOGTM128F931FABE"
"1714","The Killers","SOQNLMA12A8C1414FC","When You Were Young","TRAOGAZ128F42B7FFC"
"1715","Goldfish","SOQOFLM12AB01865FA","Watch Out for The Birdsongs","TRAOTSC128F9338E14"
"1716","Mick Hucknall","SOHZPTV12AC4686D44","I Love You More Than You'll Ever Know","TRAOTHS12903D07021"
"1717","Solomon","SOKTKGY12A8C13F3AD","25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Variation XVII","TRAOTTA128F4284288"
"1718","Jim Chappell","SOJZSIH12AB0186BB1","In The Hills","TRAOTMV128F934F29D"
"1719","4Him","SORJAAC12AB0184C9E","You Are Holy","TRAOTVL12903CABE54"
"1720","Farlow-Kirch Band","SOVAIGA12AB0184498","Juke Joint","TRAOTIN12903CBA431"
"1721","Busdriver featuring Abstract Rude & Ellay Khule","SORRETW12A58A7A840","Map Your Psyche","TRAOTVH12903CA2DE6"
"1722","Bobby Hutcherson","SOQOEMZ12A6D4F9C52","Maiden Voyage (Rudy Van Gelder Edition) (2006 Digital Remaster)","TRAOKYH128F14852C0"
"1723","Will To Will","SOJCRUU12AB018BE8A","Take Me To Paradise (Nicky Scanni's Garage Mix)","TRAOKCO12903C9D391"
"1724","K's Choice","SOBGRIE12A8C132032","A Sound That Only You Can Hear","TRAOKSC128F4264989"
"1725","Paul Cantelon","SOKAHMK12A8C138EB9","The Other Boleyn Girl - Opening Titles","TRAOKVY128F426C3D6"
"1726","K-OS","SOPDODI12A8C13B53C","Sunday Morning (Sony Connect Set)","TRAOKVW128F429D82A"
"1727","Tyrone Taylor","SOGTZDE12AB017E44A","I'm A Believer","TRAOKTB128F930612A"
"1728","Blue Rodeo","SOCFJZY12A8151CDB5","Up On That Cloud","TRAOKXG128F4232497"
"1729","Junior Jack","SOPEKHR12A6D4FB338","Thrill Me (Atfc's Jackhammer Re-Rub)","TRAOKUH128F4226A6C"
"1730","Rincon Morales","SODATWH12AC46887D9","Gaita Gaitero","TRAOKZF12903D0AF01"
"1731","El Presidente","SODHEMN12A8C13E1D2","Turn This Thing Around","TRAOQSA128F42AE616"
"1732","Luke Vibert","SOKJRSY12A58A7AA78","Gwithian","TRAOQRI128F424399C"
